"","X.1","X","ID","NameOfPDF","Author","DOI","CodingFinished","Screener","Extracter","DataExtracted","Extraction.Suitable","ExtractionComments","Sampled_Soil_Available_notpH","FullyFactorial","SpatialExtent.km2.","Country","Season.s.","ExperimentObservation","Method","LandUse","LandIntensification","HabitatLossFragmentation","Climate","Pollution","InvasiveSpp","NutrientEnrichment","PollutionSource","OtherBiodiversity","EcosystemFunction","Case_ID","CaseDescription","Latitude","Longitude","SamplingDuration_months","SoilPH","PollutionType","PollutantClass","PollutionName","SecondaryPollution","TreatmentDescription","Control_absValue","Control_absValueUnit","Treatment_absValue","Treatment_absValueUnit","TaxaGroup","TaxaBodysize","Control_mean","Control_SD","Control_N","Treatment_mean","Treatment_SD","Treatment_N","Measurement","MeasurementUnits","Error","Data_Source","System","ColdDrySystems","WetlandSystems","AgricultureType","Tillage","WoodyType","WoodyUse","Grassland","Agroforestry","ArtificialSystem","SystemComments","SamplingMethod","GeneralComments","TaxonomicResolutionRichness","TaxaGroupings","LongTerm","RecommendedDose","PollutantClass1","PesticideType","Neonicotinoid","SeedCoating","MultiSubstanceWithInsecticide","PollutionNameCorrected","Comments","TaxaGroupGSBA","BodySizeCat","BiodivMetric","RecommendedRate","LongTerm2","RepeatedApplication","TemporalExtent","ES","VarES","Control_SD_approx","Treatment_SD_approx","ES2","VarES2"
"87",87,178,564,"Salminen_1998_Applied Soil Ecology","Salminen","10.1016/s0929-1393(98)00108-5",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial,Others","microbes","none","a","PCP alone, nematodes",NA,NA,0,"4.7;5.4","Pesticides","Pesticide (broad spectrum)","Pentacholophenol","No","PCP added to microcosms",0,"mg/kg","154.0","mg/kg","Nematodes",NA,3241,2711,5,2971,2398,5,"Abundance","1000 ind/m2","SD","T2","Woody",NA,NA,NA,NA,"Coniferous",NA,NA,NA,NA,NA,NA,"other treatment with weak acid not extracted",NA,"no","51 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","pentachlorophenol","attention faute c'est pentachloROphenol","Nematodes","Microfauna","Abundance","higher","several months (3 < x < 12)","single","months",-0.0952334249983965,0.400453470261846,2711,2398,-0.0952334249983965,0.400453470261846
"88",88,179,564,"Salminen_1998_Applied Soil Ecology","Salminen","10.1016/s0929-1393(98)00108-5",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial,Others","microbes","none","h","PCP with strong acid, collembola",NA,NA,0,"4.7;4.5","Pesticides","Pesticide (broad spectrum)","Pentacholophenol","Yes","PCP added to microcosms",0,"mg/kg","154.0","mg/kg","Collembola","Micro-arthropods",29920.2127659574,40558.5106382978,5,27925.5319148935,27925.5319148937,5,"Abundance","1000 ind/m2","SD","F2","Woody",NA,NA,NA,NA,"Coniferous",NA,NA,NA,NA,NA,NA,NA,NA,"no","51 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","pentachlorophenol","attention faute c'est pentachloROphenol","Collembola","Mesofauna","Abundance","higher","several months (3 < x < 12)","single","months",-0.0517121962473086,0.400133707562036,40558.5106382978,27925.5319148937,-0.0517121962473086,0.400133707562036
"89",89,180,564,"Salminen_1998_Applied Soil Ecology","Salminen","10.1016/s0929-1393(98)00108-5",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial,Others","microbes","none","d","PCP alone, collembola",NA,NA,0,"4.7;4.5","Pesticides","Pesticide (broad spectrum)","Pentacholophenol","No","PCP added to microcosms",0,"mg/kg","154.0","mg/kg","Collembola","Micro-arthropods",29920.2127659574,40558.5106382978,5,20611.7021276594,23603.7234042554,5,"Abundance","1000 ind/m2","SD","F2","Woody",NA,NA,NA,NA,"Coniferous",NA,NA,NA,NA,NA,NA,NA,NA,"no","51 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","pentachlorophenol","attention faute c'est pentachloROphenol","Collembola","Mesofauna","Abundance","higher","several months (3 < x < 12)","single","months",-0.253232189756489,0.403206327096443,40558.5106382978,23603.7234042554,-0.253232189756489,0.403206327096443
"90",90,181,564,"Salminen_1998_Applied Soil Ecology","Salminen","10.1016/s0929-1393(98)00108-5",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial,Others","microbes","none","g","PCP with strong acid, mites",NA,NA,0,"4.7;4.5","Pesticides","Pesticide (broad spectrum)","Pentacholophenol","Yes","PCP added to microcosms",0,"mg/kg","154.0","mg/kg","Acari","Micro-arthropods",1648648.64864864,864864.86486487,5,3396396.39639639,3252252.25225225,5,"Abundance","1000 ind/m2","SD","F1","Woody",NA,NA,NA,NA,"Coniferous",NA,NA,NA,NA,NA,NA,NA,NA,"no","51 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","pentachlorophenol","attention faute c'est pentachloROphenol","Acari","Mesofauna","Abundance","higher","several months (3 < x < 12)","single","months",0.663005426965883,0.421978809809311,864864.86486487,3252252.25225225,0.663005426965883,0.421978809809311
"91",91,182,567,"Salminen_1997_Environmental Pollution","Salminen","10.1016/s0269-7491(97)00078-x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Winter","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial","microbes","none","567_5","collembola",NA,NA,0,"4.85","Pesticides","Pesticide (broad spectrum)","Sodiumpentachlorophenol (PCP)","No","PCP addition to soil",0,"mg/kg","500.0","mg/kg","Collembola","Micro-arthropods",71.9831223628692,12.297301683377,4,15.4430379746835,11.6198578754825,4,"Abundance","ind/g dry soil","SE","F3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","18 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","sodium pentachlorophenate","faute, PCP c est pentachlorophenol et celui-là c'est sodium pentachlorophenate","Collembola","Mesofauna","Abundance","higher","several months (3 < x < 12)","single","months",-4.10521466947425,1.55329921765416,12.297301683377,11.6198578754825,-4.10521466947425,1.55329921765416
"92",92,183,567,"Salminen_1997_Environmental Pollution","Salminen","10.1016/s0269-7491(97)00078-x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Winter","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial","microbes","none","567_2","enchytraeids",NA,NA,0,"4.85","Pesticides","Pesticide (broad spectrum)","Sodiumpentachlorophenol (PCP)","No","PCP addition to soil",0,"mg/kg","500.0","mg/kg","Enchytraeids",NA,7.8,2.6,4,0.1,0.08,4,"Abundance","ind/g dry soil","SE","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","18 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","sodium pentachlorophenate","faute, PCP c est pentachlorophenol et celui-là c'est sodium pentachlorophenate","Enchytraeids","Mesofauna","Abundance","higher","several months (3 < x < 12)","single","months",-3.63630294490275,1.32641869419427,2.6,0.08,-3.63630294490275,1.32641869419427
"93",93,184,567,"Salminen_1997_Environmental Pollution","Salminen","10.1016/s0269-7491(97)00078-x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Winter","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial","microbes","none","567_4","oribatids",NA,NA,0,"4.85","Pesticides","Pesticide (broad spectrum)","Sodiumpentachlorophenol (PCP)","No","PCP addition to soil",0,"mg/kg","500.0","mg/kg","Oribatida","Micro-arthropods",39.3162393162393,10.9700446827659,4,28.2051282051282,11.4578379846311,4,"Abundance","ind/g dry soil","SE","F2","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","18 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","sodium pentachlorophenate","faute, PCP c est pentachlorophenol et celui-là c'est sodium pentachlorophenate","Acari","Mesofauna","Abundance","higher","several months (3 < x < 12)","single","months",-0.860458016362543,0.54627424987016,10.9700446827659,11.4578379846311,-0.860458016362543,0.54627424987016
"94",94,185,567,"Salminen_1997_Environmental Pollution","Salminen","10.1016/s0269-7491(97)00078-x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Winter","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial","microbes","none","567_3","nematoda",NA,NA,0,"4.85","Pesticides","Pesticide (broad spectrum)","Sodiumpentachlorophenol (PCP)","No","PCP addition to soil",0,"mg/kg","500.0","mg/kg","Nematodes",NA,436,308,4,429,116,4,"Abundance","ind/g dry soil","SE","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","18 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","sodium pentachlorophenate","faute, PCP c est pentachlorophenol et celui-là c'est sodium pentachlorophenate","Nematodes","Microfauna","Abundance","higher","several months (3 < x < 12)","single","months",-0.0261271405014198,0.500042664216924,308,116,-0.0261271405014198,0.500042664216924
"95",95,186,567,"Salminen_1997_Environmental Pollution","Salminen","10.1016/s0269-7491(97)00078-x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"NA (lab experiment)","Finland","Winter","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Industrial","microbes","none","567_1","microarthropods",NA,NA,0,"4.85","Pesticides","Pesticide (broad spectrum)","Sodiumpentachlorophenol (PCP)","No","PCP addition to soil",0,"mg/kg","500.0","mg/kg","Microarthropods","Micro-arthropods",33,2,4,31,4,4,"Abundance","ind/g dry soil","SE","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","18 weeks","higher (actual concentration expected to cause toxic effects)","Biocide","BroadSpectrum","no","no","no","sodium pentachlorophenate","faute, PCP c est pentachlorophenol et celui-là c'est sodium pentachlorophenate","Micro-arthropods","Mesofauna","Abundance","higher","several months (3 < x < 12)","single","months",-0.549367753988536,0.518862808070151,2,4,-0.549367753988536,0.518862808070151
"96",96,254,628,"Ruess_2001_Applied Soil Ecology","Ruess","10.1016/s0929-1393(00)00131-1",TRUE,"Christian","Lea","Yes","yes-some drivers","no SD (but Shannon extracted)",FALSE,TRUE,"0-100m","Sweden","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Others","no","none","628_6","fungicide, heath site","68d20mN","20d510mE",0,"7.1","Pesticides","Fungicide","Benomyl","No","Benlate application (containing 50% of active substance benomyl) 2 times per year",0,"g/m2","4.0","g/m2","Nematodes",NA,2.95,NA,6,2.91,NA,6,"Shannon","unitless",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","3 years",NA,"Fungicide","Fungicide","no","no","no","benomyl",NA,"Nematodes","Microfauna","Diversity indices","higher","several years (1 < x =< 5 )","multiple","years",NA,NA,0.728944645100661,0.719060649912855,-0.0509790462803983,0.333441619298319
"97",97,255,628,"Ruess_2001_Applied Soil Ecology","Ruess","10.1016/s0929-1393(00)00131-1",TRUE,"Christian","Lea","Yes","yes-some drivers","no SD (but Shannon extracted)",FALSE,TRUE,"0-100m","Sweden","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Others","no","none","628_9","fungicide, fellfield site","68d20mN","20d510mE",0,"7.1","Pesticides","Fungicide","Benomyl","No","Benlate application (containing 50% of active substance benomyl) 2 times per year",0,"g/m2","4.0","g/m2","Nematodes",NA,2.47,NA,6,2.45,NA,6,"Shannon","unitless",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","3 years",NA,"Fungicide","Fungicide","no","no","no","benomyl",NA,"Nematodes","Microfauna","Diversity indices","higher","several years (1 < x =< 5 )","multiple","years",NA,NA,0.610336702846994,0.605394705253091,-0.0303599291099702,0.333371738553982
"98",98,377,1061,"Zaller_2018_Environmental Science and Pollution Research","Zaller","10.1007/s11356-018-2422-3",TRUE,"Kate","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"Austria","Summer","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","plants,microbes","one","1061_1","Pesticide 1, biomass","48d17m39.03sN","16d19m26.18sE",0,NA,"Pesticides","Herbicide","Flazasulfuron","No","flazasulfron (250g/kg) single application vs. mechanicaal weeding",0,"g/ha","200.0","g/ha","Earthworms",NA,0.6,1.1,5,12.5,10,5,"Biomass","g/m2","SD","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"vineyards",NA,NA,"species",NA,"11 month after applocation","at recommended rate","Herbicide","Herbicide","no","no","no","flazasulfuron",NA,"Earthworms","Macrofauna","Biomass","at recommended rate","several months (3 < x < 12)","single","months",1.51006378796207,0.514014632185718,1.1,10,1.51006378796207,0.514014632185718
"99",99,378,1061,"Zaller_2018_Environmental Science and Pollution Research","Zaller","10.1007/s11356-018-2422-3",TRUE,"Kate","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"Austria","Summer","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","plants,microbes","one","1061_2","Pesticide 2, biomass","48d17m39.03sN","16d19m26.18sE",0,NA,"Pesticides","Herbicide","glufosinate","No","glufosisnate (200g/l) application (2 applications) vs mechanical weeding",0,"l/ha","3.75","l/ha","Earthworms",NA,0.6,1.1,5,12.5,5.3,5,"Biomass","g/m2","SD","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"vineyards",NA,NA,"species",NA,"11 month after applocation","at recommended rate","Herbicide","Herbicide","no","no","no","glufosinate",NA,"Earthworms","Macrofauna","Biomass","at recommended rate","several months (3 < x < 12)","multiple","months",2.80655265971475,0.793836891587596,1.1,5.3,2.80655265971475,0.793836891587596
"100",100,379,1061,"Zaller_2018_Environmental Science and Pollution Research","Zaller","10.1007/s11356-018-2422-3",TRUE,"Kate","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"Austria","Summer","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","plants,microbes","one","1061_6","Pesticide 3, abdc","48d17m39.03sN","16d19m26.18sE",0,NA,"Pesticides","Herbicide","glyphosate","No","glyphosate (200 g/l) single application",0,"l/ha","4.0","l/ha","Earthworms",NA,2.8,5.6,5,41.7,61.8,5,"Abundance","ind/m2","SD","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"vineyards",NA,NA,"species",NA,"11 month after applocation","at recommended rate","Herbicide","Herbicide","no","no","no","glyphosate","fusionner lignes 33 et 34 identiques","Earthworms","Macrofauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",0.80028641037068,0.432022916931199,5.6,61.8,0.80028641037068,0.432022916931199
"101",101,380,1061,"Zaller_2018_Environmental Science and Pollution Research","Zaller","10.1007/s11356-018-2422-3",TRUE,"Kate","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"Austria","Summer","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","plants,microbes","one","1061_5","Pesticide 2, abdc","48d17m39.03sN","16d19m26.18sE",0,NA,"Pesticides","Herbicide","glufosinate","No","glufosisnate (200g/l) application (2 applications) vs mechanical weeding",0,"l/ha","3.75","l/ha","Earthworms",NA,2.8,5.6,5,47.2,22.9,5,"Abundance","ind/m2","SD","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"vineyards",NA,NA,"species",NA,"11 month after applocation","at recommended rate","Herbicide","Herbicide","no","no","no","glufosinate",NA,"Earthworms","Macrofauna","Abundance","at recommended rate","several months (3 < x < 12)","multiple","months",2.40433768851102,0.689041986019726,5.6,22.9,2.40433768851102,0.689041986019726
"102",102,381,1061,"Zaller_2018_Environmental Science and Pollution Research","Zaller","10.1007/s11356-018-2422-3",TRUE,"Kate","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"Austria","Summer","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","plants,microbes","one","1061_4","Pesticide 1, abdc","48d17m39.03sN","16d19m26.18sE",0,NA,"Pesticides","Herbicide","Flazasulfuron","No","flazasulfron (250g/kg) single application vs. mechanicaal weeding",0,"g/ha","200.0","g/ha","Earthworms",NA,2.8,5.6,5,30.6,30.6,5,"Abundance","ind/m2","SD","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"vineyards",NA,NA,"species",NA,"11 month after applocation","at recommended rate","Herbicide","Herbicide","no","no","no","flazasulfuron",NA,"Earthworms","Macrofauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",1.1408537694549,0.465077366163973,5.6,30.6,1.1408537694549,0.465077366163973
"103",103,382,1061,"Zaller_2018_Environmental Science and Pollution Research","Zaller","10.1007/s11356-018-2422-3",TRUE,"Kate","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"Austria","Summer","Experimental","soil pit",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","plants,microbes","one","1061_3","Pesticide 3, biomass","48d17m39.03sN","16d19m26.18sE",0,NA,"Pesticides","Herbicide","glyphosate","No","glyphosate (200 g/l) single application",0,"l/ha","4.0","l/ha","Earthworms",NA,0.6,1.1,5,8.9,15.6,5,"Biomass","g/m2","SD","T3","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"vineyards",NA,NA,"species",NA,"11 month after applocation","at recommended rate","Herbicide","Herbicide","no","no","no","glyphosate","fusionner lignes 33 et 34 identiques","Earthworms","Macrofauna","Biomass","at recommended rate","several months (3 < x < 12)","single","months",0.677542503874262,0.42295319222781,1.1,15.6,0.677542503874262,0.42295319222781
"104",104,390,1104,"Yardim_1998_Applied Soil Ecology","Yardim","10.1016/s0929-1393(97)00036-x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"USA","Cold and Warm","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1104_2","insecticides",NA,NA,0.2,NA,"Pesticides","Insecticide","carbaryl, endosulfan, esfenvalcrate","Yes","comprehensive recommended pesticide application schedule (repeated applications)",0,NA,"2.37;3.15;0.71","l/ha","Nematodes",NA,11.105,5.19230199429887,4,9.2525,4.24735211631906,4,"Abundance","individuals","SD","T2","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tomatoes",NA,NA,NA,"no","several months","at recommended dose","Insecticide","MultiSubstance","no","no","no","carbaryl; endosulfan; esfenvalerate","faute esfenvalerate, corrigée dans nouvelle colonne","Nematodes","Microfauna","Abundance","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",-0.339234588087921,0.507192506609699,5.19230199429887,4.24735211631906,-0.339234588087921,0.507192506609699
"105",105,391,1104,"Yardim_1998_Applied Soil Ecology","Yardim","10.1016/s0929-1393(97)00036-x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"USA","Cold and Warm","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1104_3","fungicide and herbicide",NA,NA,0.2,NA,"Pesticides","Fungicide, Herbicide","chlorothalonil, trifluralin,paraquat","Yes","comprehensive recommended pesticide application schedule (repeated applications)",0,NA,"3.55;2.37;1.77","l/ha","Nematodes",NA,11.105,5.19230199429887,4,6.73875,3.91918358845309,4,"Abundance","individuals","SD","T2","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tomatoes",NA,NA,NA,"no","several months","at recommended dose","Mix","MultiSubstance","no","no","no","chlorothalonil; trifluralin; paraquat","fungicide, herbicides","Nematodes","Microfauna","Abundance","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",-0.824487233853574,0.54248619992422,5.19230199429887,3.91918358845309,-0.824487233853574,0.54248619992422
"106",106,392,1104,"Yardim_1998_Applied Soil Ecology","Yardim","10.1016/s0929-1393(97)00036-x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,NA,"USA","Cold and Warm","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1104_1","pesticides mix",NA,NA,0.2,NA,"Pesticides","Herbicide,Insecticide,Fungicide
","carbaryl, endosulfan, esfenvalcrate, chlorothalonil, trifluralin,paraquat","Yes","comprehensive recommended pesticide application schedule (repeated applications)",0,NA,"2.37;3.15;0.71;3.55;2.37;1.77","l/ha","Nematodes",NA,11.105,5.19230199429887,4,7.382,3.9496835316263,4,"Abundance","individuals","SD","T2","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tomatoes",NA,NA,NA,"no","several months","at recommended dose","Mix","MultiSubstance","no","no","yes","carbaryl; endosulfan; esfenvalerate; chlorothalonil; trifluralin; paraquat","mix of insecticides fungicides and herbicides, error in name esfenvalErate corercted,","Nematodes","Microfauna","Abundance","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",-0.701036116698782,0.530715727307257,5.19230199429887,3.9496835316263,-0.701036116698782,0.530715727307257
"107",107,479,1194,"Wardle_1995_Plant and Soil","Wardle","10.1007/bf02183053",TRUE,"Lea","Lea","Yes","yes-some drivers","no clear intensification treatment, different management practices",TRUE,FALSE,"100m-1km","New Zealand","Autumn","Experimental","pitfall trap + other",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","microbes","none","1194_1","nematodes pesticide 1",NA,NA,0,NA,"Pesticides","Herbicide","terbumeton/terbuthylazine","No","herbicide applied one time/year (3 times) on Asparagus crop vs. hand hoeing",0,"kg/ha","5.0","kg/ha","Nematodes",NA,2.07,NA,5,1.85,NA,5,"Shannon","unitless",NA,"T2","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"asparagus",NA,"hand hoeing as a reference as authors assume this is the practice with the least impact",NA,"no","2.5 years","probably at recommended rate","Herbicide","MultiSubstance","no","no","no","terbumeton; terbuthylazine",NA,"Nematodes","Microfauna","Diversity indices","at recommended rate","several years (1 < x =< 5 )","multiple","years",NA,NA,0.511496750968938,0.457134777436008,-0.409407921729915,0.40838074231876
